"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131121","131121000063","世田谷区","三軒茶屋分庁舎（複合施設）","","","","","","","131121","","東京都世田谷区太子堂2-16-7御幸ビル","東京都","世田谷区","太子堂2丁目","16-7 御幸ビル","","35.64447","139.67114","","","","","","","","1540004","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000064","世田谷区","梅丘分庁舎","","","","","","","131121","","東京都世田谷区松原6-3-5","東京都","世田谷区","松原6丁目","3-5","","35.657031","139.653828","","","","","","","","1560043","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000066","世田谷区","世田谷区民会館（複合施設）","","","","","","","131121","","東京都世田谷区世田谷4-21-27","東京都","世田谷区","世田谷4丁目","21-27","","35.646581","139.653243","","","","","","","","1540017","","","","","","","","","","","","","","","","","","","","","","","","","","","","区民会館棟 昭和34年竣工"
"131121","131121000067","世田谷区","世田谷区民会館別館（三茶しゃれなあどホール）（複合施設）","","","","","","","131121","","東京都世田谷区太子堂2-16-7三軒茶屋分庁舎5F","東京都","世田谷区","太子堂2丁目","16-7 三軒茶屋分庁舎5F","","35.64447","139.67114","階数","5","","","","","","1540004","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000068","世田谷区","北沢区民会館（北沢タウンホール）（複合施設）","","","","","","","131121","","東京都世田谷区北沢2-8-18","東京都","世田谷区","北沢2丁目","8-18","","35.662208","139.66972","","","","","","","","1550031","","","","","","","","","","","","","","","","","","","","","","","","","","","","区分所有・一部借上"
"131121","131121000069","世田谷区","北沢区民会館別館（梅丘パークホール）（複合施設）","","","","","","","131121","","東京都世田谷区松原6-4-1歯科医師会館","東京都","世田谷区","松原6丁目","4-1 歯科医師会館","","35.656922","139.652813","","","","","","","","1560043","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000070","世田谷区","玉川区民会館（玉川せせらぎホール）（複合施設）","","","","","","","131121","","東京都世田谷区等々力3-4-1","東京都","世田谷区","等々力3丁目","4-1","","35.608582","139.648462","","","","","","","","1580082","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000071","世田谷区","玉川区民会館別館（上用賀アートホール）（複合施設）","","","","","","","131121","","東京都世田谷区上用賀5-14-1-102","東京都","世田谷区","上用賀5丁目","14-1-102","","35.630095","139.625844","階数","1","","","","","","1580098","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000072","世田谷区","砧区民会館（成城ホール）（複合施設）","","","","","","","131121","","東京都世田谷区成城6-2-1","東京都","世田谷区","成城6丁目","2-1","","35.641265","139.600691","","","","","","","","1570066","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131121","131121000073","世田谷区","烏山区民会館（複合施設）","","","","","","","131121","","東京都世田谷区南烏山6-2-19","東京都","世田谷区","南烏山6丁目","2-19","","35.668837","139.600537","","","","","","","","1570062","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
