全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
,,千代田区,公園便所（練成公園内）,,,,,,,,,東京都千代田区外神田六丁目11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（小川広場内）,,,,,,,,,東京都千代田区神田小川町三丁目6-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（龍閑児童公園内）,,,,,,,,,東京都千代田区岩本町一丁目14-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（淡路公園内）,,,,,,,,,東京都千代田区神田淡路町二丁目27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（富士見児童公園内）,,,,,,,,,東京都千代田区富士見一丁目1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（神保町愛全公園内）,,,,,,,,,東京都千代田区神田神保町二丁目20-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（内神田尾嶋公園内）,,,,,,,,,東京都千代田区内神田一丁目5-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（西神田公園内）,,,,,,,,,東京都千代田区西神田二丁目3-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（外濠公園法大前）,,,,,,,,,東京都千代田区富士見二丁目9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（外濠公園市ヶ谷）,,,,,,,,,東京都千代田区九段北四丁目4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（清水谷公園内）,,,,,,,,,東京都千代田区紀尾井町2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（錦華公園内）,,,,,,,,,東京都千代田区神田猿楽町一丁目1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公園便所（和泉公園内）,,,,,,,,,東京都千代田区神田和泉町1-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（新三崎橋際）,,,,,,,,,東京都千代田区神田三崎町三丁目9-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（堀留橋際）,,,,,,,,,東京都千代田区九段北一丁目6-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（秋葉原駅前東側広場内）,,,,,,,,,東京都千代田区神田花岡町1先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（竹橋際）,,,,,,,,,東京都千代田区一ツ橋一丁目1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（一ツ橋際）,,,,,,,,,東京都千代田区一ツ橋二丁目1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（九段坂公園内）,,,,,,,,,東京都千代田区九段南二丁目2-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（牛込見附）,,,,,,,,,東京都千代田区富士見二丁目9-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（昌平橋際）,,,,,,,,,東京都千代田区神田須田町一丁目25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（万世橋際）,,,,,,,,,東京都千代田区神田須田町二丁目23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（美倉橋際）,,,,,,,,,東京都千代田区東神田二丁目3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（地蔵橋際）,,,,,,,,,東京都千代田区神田美倉町10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（和泉橋際）,,,,,,,,,東京都千代田区神田佐久間町一丁目11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（神田橋際）,,,,,,,,,東京都千代田区神田錦町一丁目29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（四谷見附）,,,,,,,,,東京都千代田区麹町六丁目6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（なか通り）,,,,,,,,,東京都千代田区鍛冶町二丁目13-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,千代田清掃事務所庁舎,,,,,,,,,東京都千代田区外神田一丁目1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,三崎町中継所,,,,,,,,,東京都千代田区神田三崎町三丁目9-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,千代田清掃車車庫（車庫棟）,,,,,,,,,東京都千代田区飯田橋三丁目9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,千代田清掃車車庫（管理棟）,,,,,,,,,東京都千代田区飯田橋三丁目13-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（飯田橋際）,,,,,,,,,東京都千代田区飯田橋三丁目12-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（佐久間公園内）,,,,,,,,,東京都千代田区神田佐久間町三丁目21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（千鳥ヶ淵緑道内）,,,,,,,,,東京都千代田区三番町2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（千鳥ヶ淵公園内）,,,,,,,,,東京都千代田区麹町一丁目2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公衆便所（芳林公園際）,,,,,,,,,東京都千代田区外神田三丁目5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,有価物一時集積所,,,,,,,,,東京都千代田区九段南二丁目9-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ストックヤード(神田公園出張所）,,,,,,,,,東京都千代田区神田司町二丁目2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ストックヤード(西神田コスモス館）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ストックヤード(富士見出張所）,,,,,,,,,東京都千代田区富士見一丁目6-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ストックヤード(和泉橋出張所）,,,,,,,,,東京都千代田区神田佐久間町一丁目11-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ストックヤード（麹町２）,,,,,,,,,東京都千代田区麹町二丁目8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧下島ビル,,,,,,,,,東京都千代田区外神田三丁目13-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,こもれび千桜,,,,,,,,,東京都千代田区神田東松下町22-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,公共施設（日比谷まちづくり）,,,,,,,,,東京都千代田区有楽町一丁目1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,本庁舎,,,,,,,,,東京都千代田区九段南一丁目2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,千代田会館10階研修室,,,,,,,,,東京都千代田区九段南一丁目6-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,千代田一番町郵便局（１階）,,,,,,,,,東京都千代田区一番町10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災器材置場（東郷記念公園内）,,,,,,,,,東京都千代田区三番町18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災器材置場（内神田２都道敷）,,,,,,,,,東京都千代田区内神田二丁目1-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災器材置場（神田錦町１）,,,,,,,,,東京都千代田区神田錦町一丁目29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災器材置場（西神田コスモス館）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災器材置場（麹町2）,,,,,,,,,東京都千代田区麹町二丁目8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（内神田１）,,,,,,,,,東京都千代田区内神田一丁目1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（三番町16）,,,,,,,,,東京都千代田区三番町16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（四番町１）,,,,,,,,,東京都千代田区四番町1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（鍛冶町１東北新幹線高架下）,,,,,,,,,東京都千代田区鍛冶町一丁目1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（九段さくら館）,,,,,,,,,東京都千代田区九段南二丁目9-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（富士見あんず館）,,,,,,,,,東京都千代田区富士見一丁目11-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災課倉庫（西神田コスモス館6F）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（西神田コスモス館B1F）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（和泉橋出張所）,,,,,,,,,東京都千代田区神田佐久間町一丁目11-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（岩本町２）,,,,,,,,,東京都千代田区岩本町二丁目15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（日比谷公園）,,,,,,,,,東京都千代田区日比谷公園1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（麹町2）,,,,,,,,,東京都千代田区麹町二丁目8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災課倉庫（神田淡路町２）,,,,,,,,,東京都千代田区神田淡路町二丁目9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,無線設備機械室（西神田コスモス館6F）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災倉庫（隼町広場）,,,,,,,,,東京都千代田区隼町13-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災倉庫（富士見みらい館）,,,,,,,,,東京都千代田区富士見一丁目10-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫（富士見みらい館）,,,,,,,,,東京都千代田区富士見一丁目10-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災倉庫（岩本町二丁目児童遊園）,,,,,,,,,東京都千代田区岩本町二丁目18-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災倉庫（俎橋児童遊園）,,,,,,,,,東京都千代田区九段北一丁目1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災備蓄倉庫・麹町消防団第一分団本部,,,,,,,,,東京都千代田区平河町二丁目5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,防災倉庫（いずみ児童遊園）,,,,,,,,,東京都千代田区神田和泉町1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,災害対策用倉庫（都立一橋高等学校内）,,,,,,,,,東京都千代田区東神田一丁目12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,災害対策用職務住宅,,,,,,,,,東京都千代田区飯田橋四丁目10-1-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,内神田職員住宅,,,,,,,,,東京都千代田区内神田一丁目1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,四番町職員住宅,,,,,,,,,東京都千代田区四番町1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,神保町職員住宅,,,,,,,,,東京都千代田区神田神保町二丁目40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧千代田区公会堂,,,,,,,,,東京都千代田区九段南一丁目6-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧永田町小学校倉庫,,,,,,,,,東京都千代田区永田町二丁目19-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,ロイアル一番町,,,,,,,,,東京都千代田区一番町6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧箱根千代田荘,,,,,,,,,神奈川県足柄下郡箱根町強羅字向山1320-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧区立外神田住宅前区分所有部分,,,,,,,,,東京都千代田区外神田三丁目4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千代田区,旧無線設備機械室（西神田コスモス館25F）,,,,,,,,,東京都千代田区西神田二丁目6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
