"name","address","url","latitude","longitude","source_file"
"祖師谷区民集会所（複合施設）","東京都世田谷区祖師谷4-1-23","","35.646928","139.608218","01_131121_public_facility.csv"
"山野区民集会所","東京都世田谷区砧1-11-3都営砧一丁目アパート1F","","35.6375","139.615301","01_131121_public_facility.csv"
"上祖師谷一丁目区民集会所（複合施設）","東京都世田谷区上祖師谷1-24-2","","35.663569","139.599001","01_131121_public_facility.csv"
"寺町通り区民集会所","東京都世田谷区北烏山5-1-4","","35.676611","139.597381","01_131121_public_facility.csv"
"八幡山区民集会所（複合施設）","東京都世田谷区八幡山3-32-26","","35.668277","139.616839","01_131121_public_facility.csv"
"南烏山区民集会所","東京都世田谷区南烏山3-23-7芦花パークヒルⅢ2F","","35.671759","139.60707","01_131121_public_facility.csv"
"みどり会館","東京都世田谷区北烏山5-1-5","","35.676417","139.597001","01_131121_public_facility.csv"
"おなが広域用防災倉庫","東京都世田谷区世田谷4-14","","35.644532","139.652402","01_131121_public_facility.csv"
"下馬広域用防災倉庫","東京都世田谷区下馬2-26","","35.642006","139.679042","01_131121_public_facility.csv"
"小田急上部（代田富士３５６広場）広域用防災倉庫","東京都世田谷区代田3-56","","35.657253","139.658137","01_131121_public_facility.csv"
"桜上水広域用防災倉庫","東京都世田谷区桜上水3-17-6","","35.659982","139.632459","01_131121_public_facility.csv"
"羽根木広域用防災倉庫（複合施設）","東京都世田谷区代田4-38-52","","35.658004","139.653219","01_131121_public_facility.csv"
"玉川広域用防災倉庫","東京都世田谷区玉川1-14-1","","35.610476","139.630099","01_131121_public_facility.csv"
"中町・玉川広域用防災倉庫（複合施設）","東京都世田谷区中町4-21-1","","35.616941","139.643537","01_131121_public_facility.csv"
"野毛広域用防災倉庫（複合施設）","東京都世田谷区野毛1-25","","35.605489","139.642466","01_131121_public_facility.csv"
"二子玉川公園広域用防災倉庫","東京都世田谷区玉川1-16；上野毛2-28","","35.608265","139.632528","01_131121_public_facility.csv"
"大蔵広域用防災倉庫（複合施設）","東京都世田谷区大蔵4-6-2","","35.631573","139.613042","01_131121_public_facility.csv"
"きたみふれあい広場防災倉庫","東京都世田谷区喜多見9-25","","35.640789","139.589299","01_131121_public_facility.csv"
"希望丘広域用防災倉庫（複合施設）","東京都世田谷区船橋4-20-1","","35.655799","139.618876","01_131121_public_facility.csv"
"成城広域用防災倉庫","東京都世田谷区成城1-4-19","","35.633388","139.604357","01_131121_public_facility.csv"
"粕谷広域用防災倉庫","東京都世田谷区粕谷3-1-1","","35.658956","139.608529","01_131121_public_facility.csv"
"烏山広域用防災倉庫","東京都世田谷区北烏山2-3","","35.679917","139.601184","01_131121_public_facility.csv"
"中央自動車道高架下広域用防災倉庫","東京都世田谷区北烏山4-2先","","35.676887","139.598237","01_131121_public_facility.csv"
"世田谷水防倉庫（複合施設）","東京都世田谷区世田谷1-48-4","","35.64085","139.643101","01_131121_public_facility.csv"
"赤堤水防倉庫","東京都世田谷区赤堤3-34-17","","35.657849","139.635151","01_131121_public_facility.csv"
"多摩川専用土のう倉庫","東京都世田谷区玉川1-7先","","35.610367","139.627945","01_131121_public_facility.csv"
"中町水防倉庫（複合施設）","東京都世田谷区中町2-21-12","","35.613821","139.644713","01_131121_public_facility.csv"
"砧水防倉庫","東京都世田谷区祖師谷3-13-4","","35.641309","139.602097","01_131121_public_facility.csv"
"池尻防災施設","東京都世田谷区池尻2-3","","35.646613","139.682852","01_131121_public_facility.csv"
"北沢三丁目防災倉庫","東京都世田谷区北沢3-9","","35.664169","139.671014","01_131121_public_facility.csv"
"豪徳寺防災施設","東京都世田谷区豪徳寺1-40","","35.65444","139.648926","01_131121_public_facility.csv"
"祖師谷三丁目高架下防災倉庫","東京都世田谷区祖師谷3-11","","35.642092","139.603014","01_131121_public_facility.csv"
"烏山総合支所防災資材倉庫","東京都世田谷区北烏山8-8","","35.67493","139.589988","01_131121_public_facility.csv"
"世田谷区民健康村なかのビレジ","群馬県利根郡川場村大字中野626","","36.700034","139.128474","01_131121_public_facility.csv"
"世田谷区民健康村ふじやまビレジ","群馬県利根郡川場村大字谷地1320","","36.722748","139.102173","01_131121_public_facility.csv"
"中央図書館（複合施設）","東京都世田谷区弦巻3-16-8","","35.63769","139.644325","01_131121_public_facility.csv"
"梅丘図書館","東京都世田谷区代田4-38-10","","35.657452","139.654708","01_131121_public_facility.csv"
"世田谷図書館（複合施設）","東京都世田谷区若林4-22-13","","35.644434","139.65357","01_131121_public_facility.csv"
"砧図書館","東京都世田谷区祖師谷3-10-4","","35.642226","139.604067","01_131121_public_facility.csv"
"奥沢図書館（複合施設）","東京都世田谷区奥沢3-47-8","","35.603624","139.672397","01_131121_public_facility.csv"
"玉川台図書館（複合施設）","東京都世田谷区玉川台1-6-15","","35.622935","139.633048","01_131121_public_facility.csv"
"代田図書館（複合施設）","東京都世田谷区代田6-34-13","","35.662869","139.660648","01_131121_public_facility.csv"
"烏山図書館（複合施設）","東京都世田谷区南烏山6-2-19","","35.668837","139.600537","01_131121_public_facility.csv"
"下馬図書館","東京都世田谷区下馬2-32-1","","35.641494","139.676265","01_131121_public_facility.csv"
"深沢図書館（複合施設）","東京都世田谷区深沢4-33-11","","35.620194","139.65387","01_131121_public_facility.csv"
"桜丘図書館（複合施設）","東京都世田谷区桜丘5-14-1","","35.644782","139.622143","01_131121_public_facility.csv"
"尾山台図書館（複合施設）","東京都世田谷区等々力2-17-14","","35.605757","139.652395","01_131121_public_facility.csv"
"上北沢図書館（複合施設）","東京都世田谷区上北沢3-8-9","","35.667566","139.625565","01_131121_public_facility.csv"
"粕谷図書館（複合施設）","東京都世田谷区粕谷4-13-6","","35.663097","139.605159","01_131121_public_facility.csv"
"鎌田図書館（複合施設）","東京都世田谷区鎌田3-35-1","","35.622285","139.613512","01_131121_public_facility.csv"
"経堂図書館","東京都世田谷区宮坂3-1-30","","35.651514","139.637763","01_131121_public_facility.csv"
"池尻図書室（複合施設）","東京都世田谷区池尻3-27-21","","35.649821","139.67869","01_131121_public_facility.csv"
"希望丘図書室","東京都世田谷区船橋7-8-4","","35.659141","139.618725","01_131121_public_facility.csv"
