name,address,url,latitude,longitude,source_file,category
屋外体育施設管理事務所八広支所,,,35.726546,139.829392,131075_public_facility.csv,その他
屋外体育施設管理事務所錦糸支所,,,35.699416,139.817188,131075_public_facility.csv,その他
錦糸公園野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.699468,139.816995,131075_public_facility.csv,公園
八広野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.729774,139.828899,131075_public_facility.csv,その他
墨田野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.733249,139.825283,131075_public_facility.csv,その他
荒川四ツ木橋緑地野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.737301,139.821909,131075_public_facility.csv,公園
鐘淵野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.73864,139.821174,131075_public_facility.csv,その他
荒川四ツ木橋緑地少年野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.72555,139.83304,131075_public_facility.csv,公園
東墨田公園少年野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.719965,139.835041,131075_public_facility.csv,公園
隅田公園少年野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.718826,139.809372,131075_public_facility.csv,公園
江戸川河川敷野球場,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.817844,139.889423,131075_public_facility.csv,その他
錦糸公園テニスコート,,https://www.city.sumida.lg.jp/kurashi/sports/sisetu_info/riyouannnai.html,35.69963,139.815499,131075_public_facility.csv,公園
